Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
24,9M4RGB,147.925000,-,0.60000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RGB near GUNUNG BERINCANG, None OPEN",,,,
25,9M4RPS,434.875000,+,5.00000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RPS near Bentong - Kayangan Hill, None OPEN",,,,
26,9M4RAA,147.637500,-,0.60000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,12.5,,4.0W,"9M4RAA near Bukit Telemung, Karak, Pahang, None OPEN",,,,
27,N9,145.000000,,0.60000,,88.5,88.5,023,NN,023,Tone->Tone,FM,10.0,,5.0W,"",,,,
28,9M4RTB,146.675000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RTB near GUNUNG TELAPAK BURUK, None OPEN",,,,
29,9M4RNS,145.375000,-,0.60000,Tone,233.6,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RNS near GUNUNG TELAPAK BURUK, None OPEN",,,,
30,PENANG,145.000000,,0.60000,,88.5,88.5,023,NN,023,Tone->Tone,FM,10.0,,5.0W,"",,,,5.424
31,9M4RXC,439.475000,-,5.00000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.0,,4.0W,"9M4RXC near Bandar Baharu - Bukit Panchor, None OPEN",,,,
32,9M4RXC-DMR,439.475000,-,5.00000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.0,,4.0W,"9M4RXC near Bandar Baharu, None OPEN",,,,
33,9M2RBB,147.950000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M2RBB near BUKIT BENDERA, None OPEN",,,,
34,9M2RBB-DMR,147.950000,-,0.60000,,203.5,203.5,023,NN,023,Tone->Tone,DMR,5.0,,4.0W,"9M2RBB near BUKIT BENDERA, None OPEN",,,,
35,9M4RBB,145.737500,-,0.65000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,12.5,,4.0W,"9M4RBB near Penang Hill, None OPEN",,,,
36,9M4RPH,147.825000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RPH near Penang Hill, None OPEN",,,,
37,9M4RMM,439.500000,-,5.00000,TSQL,203.5,203.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"",,,,
38,9M4RMM-DMR,439.500000,-,5.00000,,203.5,203.5,023,NN,023,Tone->Tone,DMR,5.0,,4.0W,"",,,,
39,9M4RPP,439.525000,-,5.00000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RPP near BUKIT BENDERA, None OPEN",,,,
40,MLK,145.000000,,0.60000,,88.5,88.5,023,NN,023,Tone->Tone,FM,10.0,,5.0W,"",,,,2.200
41,9M4RML,439.440000,-,5.00000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RML near BUKIT BERUANG, None OPEN",,,,
42,9M4RLM,147.600000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RLM near GUNUNG LEDANG, None OPEN",,,,
43,9M2RGL,145.600000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M2RGL near GUNUNG LEDANG, None OPEN",,,,
44,9M4RHE,146.800000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RHE near MELAKA - EQUATORIAL HOTEL, None OPEN",,,,
45,9M4RMU,439.825000,-,5.00000,TSQL,203.5,203.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RMU near MELAKA - EQUATORIAL HOTEL, None OPEN",,,,
46,9M4RGL,147.987500,-,0.60000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,12.5,,4.0W,"9M4RGL near GUNUNG LEDANG, None OPEN ASTRA Transnasional",,,,
47,JHR,145.000000,,0.60000,,88.5,88.5,023,NN,023,Tone->Tone,FM,10.0,,5.0W,"",,,,1.493
48,9M4RMR,146.925000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RMR near MUAR, None OPEN",,,,
49,9M4RPL,146.650000,-,0.60000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RPL near GUNUNG PULAI, None OPEN",,,,
50,9M4RJM,146.900000,-,0.60000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RJM near GUNUNG TIONG, None OPEN",,,,
51,9M4RLD,147.700000,-,0.60000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RLD near GUNUNG LEDANG, None OPEN",,,,
52,9M4RJB,145.775000,-,0.60000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RJB near JOHOR BAHRU, None OPEN",,,,
53,9M2RGP,147.825000,-,0.60000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M2RGP near GUNUNG PULAI, None OPEN",,,,
54,9M4RJN,145.700000,-,0.60000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.0,,4.0W,"9M4RJN near GUNUNG BANANG, None OPEN",,,,
55,9M4RAM,147.862500,-,0.60000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,12.5,,4.0W,"9M4RAM near BUKIT SELANTAI, None OPEN ASTRA Transnasional",,,,
56,KDH,145.000000,,0.60000,,88.5,88.5,023,NN,023,Tone->Tone,FM,10.0,,5.0W,"",,,,6.120
